Num.RBD,geometry,x,y,values
4986,POINT (129710.51030266401 5894571.974837698),129710.51030266401,5894571.974837698,-122865152.87817724
11710,POINT (130832.86599068897 5895145.092448143),130832.86599068897,5895145.092448143,-122843789.04195747
4987,POINT (130386.2405998421 5895379.712810382),130386.2405998421,5895379.712810382,-122850776.80280958
887358,POINT (130226.01935741678 5895527.247630609),130226.01935741678,5895527.247630609,-122853076.16827762
4977,POINT (130186.72377973562 5895740.548991837),130186.72377973562,5895740.548991837,-122853060.72903882
5009,POINT (130418.44944160525 5895755.202179088),130418.44944160525,5895755.202179088,-122848989.45139751
4989,POINT (130395.79029548203 5895815.033552476),130395.79029548203,5895815.033552476,-122849187.19077258
18042,POINT (130323.53571421729 5895900.973647121),130323.53571421729,5895900.973647121,-122850160.62673339
4983,POINT (130417.71679926902 5896200.827337183),130417.71679926902,5896200.827337183,-122847544.79855995
4995,POINT (129658.8466476415 5896186.2928116545),129658.8466476415,5896186.2928116545,-122860767.46581253
5019,POINT (131095.00023893325 5896441.0011046035),131095.00023893325,5896441.0011046035,-122835000.75619921
4979,POINT (129323.14171082666 5896671.833993606),129323.14171082666,5896671.833993606,-122865006.85703924
4984,POINT (129283.38861980964 5896755.800414804),129283.38861980964,5896755.800414804,-122865422.2185542
17871,POINT (129517.14542844647 5896817.785621208),129517.14542844647,5896817.785621208,-122861161.41012315
18027,POINT (129538.0339095387 5896850.06678451),129538.0339095387,5896850.06678451,-122860693.17584686
5010,POINT (129377.00077745307 5896847.000198904),129377.00077745307,5896847.000198904,-122863498.71589342
4591,POINT (142403.83991440985 5902479.6578682605),142403.83991440985,5902479.6578682605,-122619029.1290813
17709,POINT (142228.7876012252 5902504.385173932),142228.7876012252,5902504.385173932,-122621987.26442257
18126,POINT (141802.70596772287 5902967.289365979),141802.70596772287,5902967.289365979,-122627881.10357822
18040,POINT (141846.28577621066 5903060.034187521),141846.28577621066,5903060.034187521,-122626823.97135672
18063,POINT (141777.58212072292 5903291.776948459),141777.58212072292,5903291.776948459,-122627264.74079615
17689,POINT (142825.6136530895 5903704.551712895),142825.6136530895,5903704.551712895,-122607738.36820202
18023,POINT (142153.94463073928 5903933.1015764065),142153.94463073928,5903933.1015764065,-122618653.73877087
18181,POINT (142128.72138756176 5903932.854072582),142128.72138756176,5903932.854072582,-122619092.25601776
18052,POINT (142374.23175923416 5904085.74281626),142374.23175923416,5904085.74281626,-122614336.15105785
4628,POINT (141996.1146361736 5904211.8418066),141996.1146361736,5904211.8418066,-122620488.91410615
4586,POINT (142253.44978117244 5904235.935604335),142253.44978117244,5904235.935604335,-122615945.25782928
17765,POINT (142808.4064537172 5904348.734629065),142808.4064537172,5904348.734629065,-122605949.42346346
4658,POINT (141936.17322237988 5904628.203844527),141936.17322237988,5904628.203844527,-122620179.17116386
17746,POINT (141729.1477084515 5904712.53927657),141729.1477084515,5904712.53927657,-122623498.03956749
17648,POINT (141513.44179078104 5904822.27871584),141513.44179078104,5904822.27871584,-122626885.0556959
4631,POINT (141550.3876078368 5905044.649842003),141550.3876078368,5905044.649842003,-122625522.93216613
4576,POINT (141169.48611146584 5905259.588878242),141169.48611146584,5905259.588878242,-122631434.83289005
4597,POINT (141267.78572481283 5905318.896548515),141267.78572481283,5905318.896548515,-122629536.9630673
11414,POINT (140501.00037949916 5905624.00101288),140501.00037949916,5905624.00101288,-122641850.88904385
4560,POINT (140926.0769279531 5906085.855874776),140926.0769279531,5906085.855874776,-122632978.15865129
18255,POINT (129474.18513579725 5899326.97148785),129474.18513579725,5899326.97148785,-122853699.73271602
17876,POINT (129218.78602051287 5899329.005860414),129218.78602051287,5899329.005860414,-122858125.4810638
17818,POINT (129291.73210033501 5899612.047635037),129291.73210033501,5899612.047635037,-122855933.84650885
17815,POINT (129448.3265750109 5900161.473175805),129448.3265750109,5900161.473175805,-122851419.7133912
5005,POINT (130568.30081325251 5902108.021647143),130568.30081325251,5902108.021647143,-122825625.07865153
17660,POINT (130171.0008114046 5903504.000365939),130171.0008114046,5903504.000365939,-122827958.09465358
18205,POINT (131141.0173035058 5908911.58381349),131141.0173035058,5908911.58381349,-122793488.50190009
4677,POINT (131474.7761338848 5909716.56313679),131474.7761338848,5909716.56313679,-122785077.96743095
4644,POINT (131903.60123917734 5910232.49501482),131903.60123917734,5910232.49501482,-122775962.78192733
18166,POINT (131673.916377099 5910445.655821251),131673.916377099,5910445.655821251,-122779249.61756307
4667,POINT (141026.70998748654 5906105.431785943),141026.70998748654,5906105.431785943,-122631168.83132637
4584,POINT (141748.70334334864 5906205.057494929),141748.70334334864,5906205.057494929,-122618320.1592471
4571,POINT (141167.42721741804 5906338.723208898),141167.42721741804,5906338.723208898,-122627971.11575544
4575,POINT (141322.63574253826 5907211.546120947),141322.63574253826,5907211.546120947,-122622448.90244073
4633,POINT (141167.8638009074 5907257.345575063),141167.8638009074,5907257.345575063,-122624985.1812407
17779,POINT (141010.74523385637 5907355.421737026),141010.74523385637,5907355.421737026,-122627392.63238373
17857,POINT (140752.33253285836 5908112.710794269),140752.33253285836,5908112.710794269,-122629419.5921022
18054,POINT (140953.97690462344 5908517.04417124),140953.97690462344,5908517.04417124,-122624611.44628106
17875,POINT (142533.50494706398 5914896.983553493),142533.50494706398,5914896.983553493,-122576567.29355511
4589,POINT (142866.01618444396 5915979.252805773),142866.01618444396,5915979.252805773,-122567304.63052487
4617,POINT (132247.79438607447 5912625.430096087),132247.79438607447,5912625.430096087,-122762202.30446965
16960,POINT (130941.1051325323 5912934.92631505),130941.1051325323,5912934.92631505,-122783838.32523136
18158,POINT (130980.6067654388 5913305.662311568),130980.6067654388,5913305.662311568,-122781945.75798765
18147,POINT (130517.04147338978 5913348.560066275),130517.04147338978,5913348.560066275,-122789838.54501116
4626,POINT (130730.57412410312 5913784.8925258685),130730.57412410312,5913784.8925258685,-122784716.61558837
18202,POINT (130794.94616651215 5914061.694821319),130794.94616651215,5914061.694821319,-122782699.31419444
886760,POINT (130743.86406779458 5914271.231827643),130743.86406779458,5914271.231827643,-122782901.63933346
886761,POINT (130744.59955434198 5914271.586299167),130744.59955434198,5914271.586299167,-122782887.74135396
4675,POINT (130590.02148837899 5914304.732811844),130590.02148837899,5914304.732811844,-122785457.93746954
887085,POINT (130469.12538577156 5914381.06601673),130469.12538577156,5914381.06601673,-122787303.801725
4550,POINT (133411.1341978255 5914821.163105452),133411.1341978255,5914821.163105452,-122734897.55996716
4578,POINT (133958.6475655692 5914887.588204894),133958.6475655692,5914887.588204894,-122725194.96880242
18188,POINT (135189.2495024334 5915015.909931373),135189.2495024334,5915015.909931373,-122703455.23871294
4641,POINT (135186.00080756977 5915052.000928106),135186.00080756977,5915052.000928106,-122703394.27024345
4562,POINT (133366.27783619467 5915023.2991800755),133366.27783619467,5915023.2991800755,-122735017.282504
17821,POINT (133591.76489547442 5915170.9155645985),133591.76489547442,5915170.9155645985,-122730630.38644558
4647,POINT (138125.17427479924 5915561.728800315),138125.17427479924,5915561.728800315,-122650810.91452664
4660,POINT (137975.14878089965 5915617.845969105),137975.14878089965,5915617.845969105,-122653228.55585702
4612,POINT (139764.08471664437 5915791.661790623),139764.08471664437,5915791.661790623,-122621666.15694472
17859,POINT (134045.91476372862 5915631.00179365),134045.91476372862,5915631.00179365,-122721265.9857041
12062,POINT (133267.4515676035 5914580.049112836),133267.4515676035,5914580.049112836,-122738171.42212819
4616,POINT (130669.35053617199 5914492.978995903),130669.35053617199,5914492.978995903,-122783470.12505639
18153,POINT (130716.20763156447 5914598.812952871),130716.20763156447,5914598.812952871,-122782313.47874457
11706,POINT (130980.25434466131 5915175.013577682),130980.25434466131,5915175.013577682,-122775861.8389902
4615,POINT (130962.21487192641 5915366.96583586),130962.21487192641,5915366.96583586,-122775549.12959959
18011,POINT (130954.0383826372 5915492.228503284),130954.0383826372,5915492.228503284,-122775282.78069532
4595,POINT (132840.1466355786 5915678.157109467),132840.1466355786,5915678.157109467,-122742002.45812577
4656,POINT (133043.64113113226 5915822.214220144),133043.64113113226,5915822.214220144,-122738008.41888034
4650,POINT (132357.2439769031 5915915.323710968),132357.2439769031,5915915.323710968,-122749596.65547544
11715,POINT (130803.4314703691 5915985.339069407),130803.4314703691,5915985.339069407,-122776285.65763913
4943,POINT (152357.1165092546 5862666.0990987625),152357.1165092546,5862666.0990987625,-122575028.19107799
4932,POINT (150600.21075364796 5863863.797401575),150600.21075364796,5863863.797401575,-122601780.387888
4927,POINT (158174.75408041052 5864652.189683388),158174.75408041052,5864652.189683388,-122467115.91305828
11419,POINT (156135.00010691467 5867866.000792432),156135.00010691467,5867866.000792432,-122492290.01894917
4941,POINT (150186.14456822496 5869137.179517613),150186.14456822496,5869137.179517613,-122591868.15961578
4942,POINT (161749.0982424274 5871072.141909281),161749.0982424274,5871072.141909281,-122384063.48718384
4907,POINT (160466.31971213938 5877454.927485317),160466.31971213938,5877454.927485317,-122385849.93647918
4925,POINT (150189.21610537864 5877885.982737823),150189.21610537864,5877885.982737823,-122563427.67499262
4947,POINT (150231.00071047468 5878379.000228136),150231.00071047468,5878379.000228136,-122561101.93943061
4926,POINT (150469.9707084386 5878447.84303667),150469.9707084386,5878447.84303667,-122556718.34439592
18157,POINT (169906.30521856272 5869504.87166837),169906.30521856272,5869504.87166837,-122246873.87701535
4500,POINT (169868.66008653713 5869592.075122089),169868.66008653713,5869592.075122089,-122247250.73079003
4905,POINT (169720.00708283018 5883799.082186924),169720.00708283018,5883799.082186924,-122204335.7351251
4923,POINT (162527.0000884398 5890785.000372734),162527.0000884398,5890785.000372734,-122307122.73950866
4901,POINT (162838.04030795873 5898427.919975515),162838.04030795873,5898427.919975515,-122277207.55700846
4894,POINT (166249.6440683087 5903885.886907113),166249.6440683087,5903885.886907113,-122200478.56878687
4875,POINT (171959.770587035 5907111.095657254),171959.770587035,5907111.095657254,-122091031.97757103
4871,POINT (160909.86719387094 5909474.041816148),160909.86719387094,5909474.041816148,-122275315.20659965
4882,POINT (162072.22232205636 5913238.034860151),162072.22232205636,5913238.034860151,-122243106.84473956
4889,POINT (167315.78232584108 5916386.177501966),167315.78232584108,5916386.177501966,-122142109.66758321
4910,POINT (159000.7069377281 5899918.036015553),159000.7069377281,5899918.036015553,-122339100.49066176
4898,POINT (149505.6558561499 5900329.760953904),149505.6558561499,5900329.760953904,-122502691.26154003
887362,POINT (149642.5331140618 5900360.248725093),149642.5331140618,5900360.248725093,-122500215.87838492
4918,POINT (152733.76455246977 5900514.109467536),152733.76455246977,5900514.109467536,-122446036.59350118
18094,POINT (149765.1705194594 5900618.295061337),149765.1705194594,5900618.295061337,-122497253.01551983
4897,POINT (149726.93056158058 5900838.175830064),149726.93056158058,5900838.175830064,-122497207.08802308
18093,POINT (150207.72065354645 5901005.805297019),150207.72065354645,5901005.805297019,-122488317.2717373
886763,POINT (150179.30994353077 5901087.698648291),150179.30994353077,5901087.698648291,-122488546.27651732
4922,POINT (150176.25998551765 5901093.497114096),150176.25998551765,5901093.497114096,-122488580.5209252
18081,POINT (150314.3930206154 5901257.634546461),150314.3930206154,5901257.634546461,-122485652.19989175
886755,POINT (150180.04394749872 5901577.530729223),150180.04394749872,5901577.530729223,-122486952.56113356
12058,POINT (149854.77906358393 5901572.263964526),149854.77906358393,5901572.263964526,-122492617.19937605
18065,POINT (150210.00000011065 5901594.000509854),150210.00000011065,5901594.000509854,-122486379.27124389
887084,POINT (149903.62882507732 5901610.45400263),149903.62882507732,5901610.45400263,-122491645.73891489
4917,POINT (156408.1365860551 5907387.013506798),156408.1365860551,5907387.013506798,-122360133.40475214
4614,POINT (150059.99206986756 5916799.831261953),150059.99206986756,5916799.831261953,-122439975.1999366
17749,POINT (155906.99999745615 5918620.001151098),155906.99999745615,5918620.001151098,-122332783.38260727
4890,POINT (157384.21565294464 5919479.214197483),157384.21565294464,5919479.214197483,-122304426.7840919
4877,POINT (159441.16440039466 5923085.1569957435),159441.16440039466,5923085.1569957435,-122257245.99729301
4817,POINT (151222.84407448483 5928710.175152684),151222.84407448483,5928710.175152684,-122381557.42110996
4513,POINT (177506.16179162142 5900334.144183703),177506.16179162142,5900334.144183703,-122016200.45417482
4896,POINT (174542.0001599607 5901813.000234804),174542.0001599607,5901813.000234804,-122063020.39007515
4870,POINT (173466.40956404316 5918146.678446244),173466.40956404316,5918146.678446244,-122029837.8192418
4869,POINT (173424.0537972498 5918166.679675942),173424.0537972498,5918166.679675942,-122030509.02048331
18112,POINT (174120.6954113964 5918514.855422552),174120.6954113964,5918514.855422552,-122017322.61827616
18031,POINT (174333.0290072179 5919135.1563219745),174333.0290072179,5919135.1563219745,-122011674.22578998
4017,POINT (178373.94700941595 5932275.866730713),178373.94700941595,5932275.866730713,-121900104.92196295
4029,POINT (177566.2910997774 5940856.800108649),177566.2910997774,5940856.800108649,-121887043.71144012
4061,POINT (173321.79372709442 5943613.831337791),173321.79372709442,5943613.831337791,-121951770.43108462
11407,POINT (177560.00003001845 5946646.000355344),177560.00003001845,5946646.000355344,-121868927.73414075
4879,POINT (161190.15645824594 5919938.900045945),161190.15645824594,5919938.900045945,-122236989.35172576
4886,POINT (167987.83292765624 5924651.046341494),167987.83292765624,5924651.046341494,-122104166.55064803
4855,POINT (162226.19541250815 5931149.191971496),162226.19541250815,5931149.191971496,-122183281.20293675
11395,POINT (164590.00034778455 5932985.000928224),164590.00034778455,5932985.000928224,-122136519.11204971
4873,POINT (168384.88008407934 5937030.037725849),168384.88008407934,5937030.037725849,-122057999.33131784
4867,POINT (160662.00004749233 5939480.000948781),160662.00004749233,5939480.000948781,-122183814.96995164
4837,POINT (160810.31990318326 5939588.00383175),160810.31990318326,5939588.00383175,-122180906.02785589
4058,POINT (166851.31268359628 5943827.828662715),166851.31268359628,5943827.828662715,-122062978.7731175
4051,POINT (163377.9995607831 5945252.921449162),163377.9995607831,5945252.921449162,-122118501.75779413
4052,POINT (168754.864641405 5946533.026892247),168754.864641405,5946533.026892247,-122021505.40668143
4861,POINT (155269.84545072814 5930341.85643279),155269.84545072814,5930341.85643279,-122306276.82509068
17711,POINT (154792.00080150785 5933516.001178458),154792.00080150785,5933516.001178458,-122304390.90986034
4858,POINT (152092.22605302947 5934854.883173127),152092.22605302947,5934854.883173127,-122346812.41476165
4848,POINT (155924.94820130727 5938481.108030738),155924.94820130727,5938481.108030738,-122268922.80130017
4840,POINT (147077.8778397079 5939810.423516471),147077.8778397079,5939810.423516471,-122417628.56248309
4843,POINT (147631.60707377532 5940563.162754742),147631.60707377532,5940563.162754742,-122405641.33857131
17710,POINT (148469.0006890496 5941308.001043058),148469.0006890496,5941308.001043058,-122388778.55262318
4854,POINT (157585.30527428724 5942799.179307855),157585.30527428724,5942799.179307855,-122226437.25431648
4844,POINT (153856.99701627775 5947694.079068727),153856.99701627775,5947694.079068727,-122275247.59517545
883626,POINT (148093.11292899254 5947891.369615077),148093.11292899254,5947891.369615077,-122374172.28628993
18245,POINT (167443.41287762567 5951475.879072707),167443.41287762567,5951475.879072707,-122028530.05381739
18124,POINT (167241.0003950405 5953476.001041433),167241.0003950405,5953476.001041433,-122025699.72101666
4067,POINT (159843.01143011876 5954336.112330355),159843.01143011876,5954336.112330355,-122150720.47443934
4048,POINT (168298.68637477088 5955054.161899755),168298.68637477088,5955054.161899755,-122002445.02096039
4049,POINT (168328.05365900515 5955073.949733198),168328.05365900515,5955073.949733198,-122001875.37348953
4050,POINT (168557.6747507464 5955548.788433402),168557.6747507464,5955548.788433402,-121996410.14068496
18002,POINT (168395.00026046892 5955583.000463299),168395.00026046892,5955583.000463299,-121999111.03582187
18085,POINT (168048.78520063177 5955728.884348955),168048.78520063177,5955728.884348955,-122004628.25126937
4070,POINT (169367.06161687826 5957549.876027798),169367.06161687826,5957549.876027798,-121976116.880812
4068,POINT (166188.32945393544 5960681.068931945),166188.32945393544,5960681.068931945,-122021092.62335178
4054,POINT (176266.75223669584 5949771.096244944),176266.75223669584,5949771.096244944,-121881449.83137974
4077,POINT (171865.7859200618 5954631.867085891),171865.7859200618,5954631.867085891,-121942174.83837454
4073,POINT (174019.08368718537 5956622.855206611),174019.08368718537,5956622.855206611,-121898715.34449102
4076,POINT (176472.8681311796 5957640.8286845265),176472.8681311796,5957640.8286845265,-121853141.18655701
4074,POINT (173892.77563978458 5957790.007260639),173892.77563978458,5957790.007260639,-121897222.86008
17641,POINT (173340.0003262572 5960722.000485385),173340.0003262572,5960722.000485385,-121897538.88312687
31128,POINT (172646.1411021928 5961491.738055838),172646.1411021928,5961491.738055838,-121907091.96769333
4071,POINT (170979.88043084193 5961832.143916228),170979.88043084193,5961832.143916228,-121934775.46560755
4081,POINT (171882.85204653582 5968865.046062661),171882.85204653582,5968865.046062661,-121897062.0372738
4112,POINT (176576.0523177674 5969697.106892938),176576.0523177674,5969697.106892938,-121813519.8252339
4834,POINT (147696.67490817176 5948033.008874821),147696.67490817176,5948033.008874821,-122380565.0308798
4859,POINT (157419.8558535744 5949027.198204008),157419.8558535744,5949027.198204008,-122209452.22654116
4851,POINT (149909.1687555706 5955482.898619842),149909.1687555706,5955482.898619842,-122318532.01617588
4059,POINT (153343.8521689527 5961977.784193725),153343.8521689527,5961977.784193725,-122238559.62242438
4062,POINT (154634.08431353216 5964683.875196369),154634.08431353216,5964683.875196369,-122207698.20280562
4079,POINT (154511.13890907855 5967505.123476736),154511.13890907855,5967505.123476736,-122200845.96009317
12065,POINT (154259.00026279973 5969183.001079176),154259.00026279973,5969183.001079176,-122199857.288057
4100,POINT (154579.13964280562 5969514.213149881),154579.13964280562,5969514.213149881,-122193287.81179646
6019,POINT (262657.00019504235 5690843.000964421),262657.00019504235,5690843.000964421,-121174422.28206131
6011,POINT (263816.92810458736 5692886.906649241),263816.92810458736,5692886.906649241,-121147330.52363561
6023,POINT (255425.0000543701 5693627.001135289),255425.0000543701,5693627.001135289,-121294964.98817337
6022,POINT (259531.00081530854 5694309.000558608),259531.00081530854,5694309.000558608,-121219482.02828468
5365,POINT (253913.8267015091 5734453.076316071),253913.8267015091,5734453.076316071,-121194574.4622944
5364,POINT (262377.9914067603 5737106.870133459),262377.9914067603,5737106.870133459,-121035917.0376724
5360,POINT (257715.18080273646 5737020.847412675),257715.18080273646,5737020.847412675,-121119047.43271466
5358,POINT (250842.69402582027 5738228.060952107),250842.69402582027,5738228.060952107,-121237400.20475978
5347,POINT (247866.98362953344 5741039.610211526),247866.98362953344,5741039.610211526,-121281487.94810987
5346,POINT (247181.42090062387 5741302.032665038),247181.42090062387,5741302.032665038,-121292841.89107051
6009,POINT (265358.28963708866 5686783.179482531),265358.28963708866,5686783.179482531,-121138757.82244751
6024,POINT (267885.0001149193 5695634.000500679),267885.0001149193,5695634.000500679,-121066109.44324043
6018,POINT (265507.2461069353 5695871.484741772),265507.2461069353,5695871.484741772,-121107853.62046917
19927,POINT (265964.139136931 5695934.062818037),265964.139136931,5695934.062818037,-121099496.92188667
6007,POINT (265755.4332963361 5695974.586505169),265755.4332963361,5695974.586505169,-121103099.6815776
20219,POINT (266302.00036355015 5697074.000760105),266302.00036355015,5697074.000760105,-121089924.12931305
6025,POINT (271946.0001431062 5700926.001203016),271946.0001431062,5700926.001203016,-120977199.7542903
5362,POINT (265867.11553090636 5733807.126506531),265867.11553090636,5733807.126506531,-120984073.19640775
5363,POINT (264811.1135167882 5739371.890642966),264811.1135167882,5739371.890642966,-120985690.01435068
18037,POINT (268119.0006428658 5803871.00070019),268119.0006428658,5803871.00070019,-120729696.34622833
19950,POINT (247562.37138883382 5741512.7009626),247562.37138883382,5741512.7009626,-121285421.1312849
5343,POINT (247509.5635982282 5741517.918262117),247509.5635982282,5741517.918262117,-121286342.44148858
5345,POINT (249133.99255153403 5741603.098731052),249133.99255153403,5741603.098731052,-121257235.29913473
5372,POINT (247857.3128140553 5741568.294484491),247857.3128140553,5741568.294484491,-121280011.19874905
5350,POINT (248197.95334417082 5741603.919455749),248197.95334417082,5741603.919455749,-121273852.15961944
884259,POINT (247399.40526861412 5741801.709927143),247399.40526861412,5741801.709927143,-121287413.15119493
5344,POINT (247395.37169384715 5741833.876190373),247395.37169384715,5741833.876190373,-121287384.44396387
5353,POINT (246984.21672826397 5741996.830220559),246984.21672826397,5741996.830220559,-121294175.61782345
5357,POINT (259007.03099450233 5743327.798613476),259007.03099450233,5743327.798613476,-121076574.27507097
5309,POINT (249279.88169590317 5781256.983741767),249279.88169590317,5781256.983741767,-121131571.18563455
5415,POINT (230500.6754096226 5744151.1064275745),230500.6754096226,5744151.1064275745,-121579937.94636744
20240,POINT (240356.6333742176 5745778.21469156),240356.6333742176,5745778.21469156,-121399977.59574448
19976,POINT (240256.00064070808 5746778.000472353),240256.00064070808,5746778.000472353,-121398631.89259401
5368,POINT (242598.9382594334 5750887.9166655475),242598.9382594334,5750887.9166655475,-121344224.5892486
5410,POINT (237500.84529859904 5752719.891116279),237500.84529859904,5752719.891116279,-121428871.4865202
5425,POINT (231084.13274437503 5756323.053168713),231084.13274437503,5756323.053168713,-121531254.793213
5381,POINT (234418.80996366264 5770041.905827874),234418.80996366264,5770041.905827874,-121429179.88278832
5307,POINT (229860.78805189364 5788047.003287583),229860.78805189364,5788047.003287583,-121453332.48789045
4426,POINT (233673.8701437661 5810603.888717697),233673.8701437661,5810603.888717697,-121315765.9162886
4398,POINT (241961.25328717555 5812501.955966152),241961.25328717555,5812501.955966152,-121164028.93298635
4397,POINT (238605.27076037013 5814487.863302138),238605.27076037013,5814487.863302138,-121216938.69716246
4432,POINT (229587.82207232795 5814407.981730656),229587.82207232795,5814407.981730656,-121375814.46535437
4436,POINT (234158.26680886652 5816697.189972715),234158.26680886652,5816697.189972715,-121288310.72331667
4392,POINT (235301.10964978504 5824998.761872487),235301.10964978504,5824998.761872487,-121242474.22137985
12059,POINT (241224.00051423692 5826238.000724503),241224.00051423692,5826238.000724503,-121134577.35931876
17813,POINT (232927.26227580797 5826496.684717851),232927.26227580797,5826496.684717851,-121279533.15871376
4381,POINT (233370.09849130386 5826575.12029047),233370.09849130386,5826575.12029047,-121271511.31043732
4352,POINT (233178.15273095563 5826593.4956662),233178.15273095563,5826593.4956662,-121274825.90771833
17797,POINT (233177.8159689507 5826593.559227926),233177.8159689507,5826593.559227926,-121274831.62588069
4382,POINT (233507.55927704967 5826823.148016613),233507.55927704967,5826823.148016613,-121268327.66479518
4402,POINT (257332.0276967841 5815013.906452816),257332.0276967841,5815013.906452816,-120885762.28061564
4395,POINT (247586.67273727697 5815886.978060717),247586.67273727697,5815886.978060717,-121054594.96378845
4368,POINT (252235.7821461344 5821110.988903396),252235.7821461344,5821110.988903396,-120956767.77477455
4393,POINT (243941.67406142165 5822098.004258256),243941.67406142165,5822098.004258256,-121099577.41989508
4358,POINT (247257.0725035126 5827728.163371615),247257.0725035126,5827728.163371615,-121023985.9652215
4372,POINT (258660.73395700808 5829107.966477001),258660.73395700808,5829107.966477001,-120819376.55816112
4355,POINT (255376.15294058423 5830360.136628732),255376.15294058423,5830360.136628732,-120873273.12503493
4357,POINT (242896.21882467173 5839485.038352843),242896.21882467173,5839485.038352843,-121064422.80631268
4387,POINT (247741.0002340859 5842384.000920506),247741.0002340859,5842384.000920506,-120970540.28028613
4337,POINT (242061.27717705467 5842773.827104244),242061.27717705467,5842773.827104244,-121068957.36786295
4391,POINT (248461.00050075518 5843980.000828519),248461.00050075518,5843980.000828519,-120953026.27882028
4339,POINT (241619.69684602466 5844014.8741445225),241619.69684602466,5844014.8741445225,-121072885.1529882
4338,POINT (250887.0871919734 5847483.052588061),250887.0871919734,5847483.052588061,-120899778.1952306
4340,POINT (244579.72490440396 5852472.087045125),244579.72490440396,5852472.087045125,-120995053.05460545
4335,POINT (250804.93618551208 5853682.203431241),250804.93618551208,5853682.203431241,-120882299.65018581
4342,POINT (247177.3312053317 5855011.951779858),247177.3312053317,5855011.951779858,-120941781.08550607
4330,POINT (257085.7755211374 5865089.932255607),257085.7755211374,5865089.932255607,-120737644.71442443
4321,POINT (242128.74382518142 5865059.169577132),242128.74382518142,5865059.169577132,-120999402.94242778
4311,POINT (258682.33065595565 5869611.03479197),258682.33065595565,5869611.03479197,-120696022.86580308
4317,POINT (254486.82801317153 5869837.827205319),254486.82801317153,5869837.827205319,-120768709.0279635
4354,POINT (268064.75526885304 5804210.934465122),268064.75526885304,5804210.934465122,-120729619.26795144
4379,POINT (265099.1329703497 5806894.9829550125),265099.1329703497,5806894.9829550125,-120773729.51552942
4328,POINT (268090.17476403917 5864635.024112478),268090.17476403917,5864635.024112478,-120546422.7334212
883629,POINT (262717.751528037 5864919.725686588),262717.751528037,5864919.725686588,-120639600.00982313
4324,POINT (262705.8456954368 5864952.983924832),262705.8456954368,5864952.983924832,-120639707.95223919
18234,POINT (263090.99881976505 5865042.754652137),263090.99881976505,5865042.754652137,-120632696.11701554
4322,POINT (259181.9390096421 5875980.075212992),259181.9390096421,5875980.075212992,-120668032.06823651
3874,POINT (264277.7122500589 5917832.782852497),264277.7122500589,5917832.782852497,-120453406.98336351
3872,POINT (263018.8432677729 5918981.845622698),263018.8432677729,5918981.845622698,-120471866.63744156
3841,POINT (258040.00174000883 5938606.892695144),258040.00174000883,5938606.892695144,-120499647.55568601
4347,POINT (238327.1173316966 5858185.846996693),238327.1173316966,5858185.846996693,-121087003.60654625
4310,POINT (238832.38771861416 5868842.368518123),238832.38771861416,5868842.368518123,-121045448.87182352
20421,POINT (238342.42476108638 5868873.225378546),238342.42476108638,5868873.225378546,-121053919.13084611
18192,POINT (239556.77811014664 5873099.119774729),239556.77811014664,5873099.119774729,-121019742.7473388
12031,POINT (238848.0000296325 5873974.001140039),238848.0000296325,5873974.001140039,-121029446.00876494
17880,POINT (238950.8740908629 5874335.875161884),238950.8740908629,5874335.875161884,-121026540.12090236
4309,POINT (239022.76428333507 5874431.290276814),239022.76428333507,5874431.290276814,-121024991.9324632
11711,POINT (238946.399944969 5874482.487682672),238946.399944969,5874482.487682672,-121026169.13962516
18220,POINT (227358.82025749295 5881820.009970482),227358.82025749295,5881820.009970482,-121205923.34229524
12032,POINT (227258.0004445804 5882820.001021218),227258.0004445804,5882820.001021218,-121204599.44112
4312,POINT (248762.3283210373 5870637.156100114),248762.3283210373,5870637.156100114,-120866371.50825775
4316,POINT (244295.0677898229 5871958.837999698),244295.0677898229,5871958.837999698,-120940428.57681127
4323,POINT (246972.96857063533 5875695.946075414),246972.96857063533,5875695.946075414,-120882235.55081975
4314,POINT (246504.3079502334 5877663.124150278),246504.3079502334,5877663.124150278,-120884429.98664875
4320,POINT (253104.86494087044 5878241.048675178),253104.86494087044,5878241.048675178,-120767374.25726195
3957,POINT (244123.86137854183 5887118.856026718),244123.86137854183,5887118.856026718,-120897180.68091929
3952,POINT (250701.27406021502 5890523.818500263),250701.27406021502,5890523.818500263,-120772094.00329657
3958,POINT (247237.25234255366 5892296.897281868),247237.25234255366,5892296.897281868,-120827127.78900404
3962,POINT (240992.24593538395 5895921.975875556),240992.24593538395,5895921.975875556,-120924962.69726904
3971,POINT (245999.78030035747 5898998.825920422),245999.78030035747,5898998.825920422,-120828346.82114337
5389,POINT (186897.00078702404 5783455.000364248),186897.00078702404,5783455.000364248,-122225667.9977415
5382,POINT (192748.99802336382 5786146.026766327),192748.99802336382,5786146.026766327,-122113853.11478215
5378,POINT (199355.89279996732 5787361.952810404),199355.89279996732,5787361.952810404,-121993496.31997263
5392,POINT (193459.00045489182 5791972.000283469),193459.00045489182,5791972.000283469,-122082655.38499345
5249,POINT (186610.21813404292 5792957.131627585),186610.21813404292,5792957.131627585,-122200110.04230638
5283,POINT (198324.18304308294 5793425.389067157),198324.18304308294,5793425.389067157,-121992306.27128592
5284,POINT (198006.96980927774 5793469.646063105),198006.96980927774,5793469.646063105,-121997752.47665459
